"4d23e5b3-f7c9-427b-ba62-66bd75a8ea24","ACEROOTS-P",100000,"Numbers / day"
"24745900-00fe-4d65-9dd2-7f6d394209e8","AZIROOTS-250",50000,"Numbers / day"
"ab4b0b64-d8a8-4246-ab90-2dd19cb88492","BOPP BAGS",10750,"Numbers / day"
"72b72f31-6a95-45a6-9105-db1d17f4e0b1","Corrugated boxes",200,"Numbers / day"
"948cc268-daed-429c-a8dd-b66596f8801a","Binola",30,"TPD (Tons / day)"
"cad01467-517d-4d2c-8029-fb4cbee5b670","Cotton",18,"TPD (Tons / day)"
"5a7a3547-ddcd-4c4b-9516-09b98a9123ab","Air Handling Air pollution control and HVAC �equipment",2.4,"TPD (Tons / day)"
"322b44e6-d824-407b-8e9d-d9e8b229cd0e","PATS OF HELMET",10000,"Numbers / day"
"60b43f98-cf5e-40b6-894a-096e75dc9c50","Auto sheet metal components",2,"TPD (Tons / day)"
"0bf98670-b240-40d3-ad41-1fc68c884d3c","AC",1000,"Numbers / day"
"6f5bb611-31df-4b64-9cb4-23d55f272d7f","Waching Machine",170,"Numbers / day"
"d7515c4a-81f4-4e14-b9bd-16e9479b7c3f","Cotton Oil",315,"TPD (Tons / day)"
